ref_no,inci_name,inn_name,ph_eur_name,cas,ec,description,restriction,function,update_date,main_category,matter_type,size_category,name_length,num_functions,num_sources,is_grouped
91835,SODIUM POLYACRYLATE CROSSPOLYMER-1,,,,,Sodium Polyacrylate Crosspolymer-1 is a complex crosslinked polymer that is made by first preparing a silicone copolymer by reacting a methacrylate-terminated polydimethylsiloxane polymer containing silicon hydride groups with PEG-18/PPG-17 allyl ether. The silicone copolymer is then dispersed in water that contains sodium hydroxide and reacted with Methacrylic Acid and methacryloyl PPG-6 phosphate.,,"EMOLLIENT, FILM FORMING, SKIN CONDITIONING",21/11/2014,Émollient / Conditioning,Polymère,Moyenne (26-50),34,3,1,Non
86284,SODIUM POLYGAMMA-GLUTAMATE CROSSPOLYMER,,,,,Sodium Polygamma-Glutamate Crosspolymer is Sodium Polygamma-Glutamate crosslinked by gamma radiation,,"EMULSION STABILISING, HAIR CONDITIONING, HUMECTANT",15/10/2010,Émulsifiant,Polymère,Moyenne (26-50),39,3,1,Non
86644,SODIUM POLYGLUTAMATE CROSSPOLYMER,,,,,Sodium Polyglutamate Crosspolymer is a polymer of Sodium Polyglutamate crosslinked with glyceryl triglycidyl ether,,"EMULSION STABILISING, FILM FORMING, SKIN CONDITIONING",15/10/2010,Émulsifiant,Polymère,Moyenne (26-50),33,3,1,Non
89210,SODIUM POLYQUATERNIUM CROSSPOLYMER-1,,,,,"Sodium Polyquaternium Crosspolymer-1 is the polymeric quaternary ammonium compound formed from acrylamide, sodium acrylate and methacrylamidopropyl trimethyl ammonium chloride crosslinked with methylene bis-acrylamide.",,"FILM FORMING, HAIR CONDITIONING",25/02/2013,Agent filmogène,Polymère,Moyenne (26-50),36,2,1,Non
80008,SODIUM PVM/MA/DECADIENE CROSSPOLYMER,,,,,"2,5-Furandione, polymer with methoxyethene and 1,9-decadiene, hydrolyzed, sodium salts",,"FILM FORMING, VISCOSITY CONTROLLING",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),36,2,3,Oui
80106,SODIUM STYRENE/ACRYLATES COPOLYMER,,,9010-92-8,,"Ethenylbenzene, polymer with 2-propenoic acid, 2-methyl-2-propenoic acid and/or one of their simple esters, sodium salts",,"FILM FORMING, OPACIFYING, VISCOSITY CONTROLLING",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),34,3,2,Oui
80107,SODIUM STYRENE/ACRYLATES/DIVINYLBENZENE COPOLYMER,,,,,"Sodium Styrene/Acrylates/Divinylbenzene Copolymer is the sodium salt of a polymer of styrene, divinylbenzene and two or more monomers consisting of acrylic acid, methacrylic acid or their simple esters",,"FILM FORMING, OPACIFYING, ORAL CARE",15/10/2010,Agent filmogène,Polymère,Moyenne (26-50),49,3,3,Oui
59651,SODIUM STYRENE/ACRYLATES/ETHYLHEXYL ACRYLATE/LAURYL ACRYLATE COPOLYMER,,,,,"Ethenylbenzene, polymer with 2-ethylhexyl 2-propenoate, dodecyl 2-propenoate, and one or more of 2-propenoic acid, 2-methyl-2-propenoic acid or one of their simple esters, sodium salts",,FILM FORMING,15/10/2010,Agent filmogène,Polymère,Longue (51-100),70,1,4,Oui
38089,SODIUM STYRENE/ACRYLATES/PEG-10 DIMALEATE COPOLYMER,,,,,"3-Carboxy-1-oxo-2-propenylpoly(oxyethylene) 3-carboxy-2-propenoate (10 mol EO average), polymer with ethenylbenzene and 2-propenoic acid, 2-methyl-2-propenoic acid or one of their simple esters, sodium salts",,"FILM FORMING, OPACIFYING",15/10/2010,Agent filmogène,Polymère,Longue (51-100),51,2,3,Oui
59652,SODIUM STYRENE/MA COPOLYMER,,,52500-92-2,,"2,5-Furandione, polymer with ethenylbenzene and 1-methylethenylbenzene, sodium salts",,"EMULSION STABILISING, SKIN CONDITIONING",15/10/2010,Émulsifiant,Polymère,Moyenne (26-50),27,2,2,Oui
